iter	Logloss
193	0.4130189514
194	0.412849261
195	0.4126427278
196	0.4124763709
197	0.4123194829
198	0.4121373358
199	0.4119672655
200	0.4117980944
201	0.4116532111
202	0.4114787375
203	0.4113203432
204	0.4111589553
205	0.4110104335
206	0.4108727913
207	0.4107079219
208	0.4105579334
209	0.4104179891
210	0.4102649801
211	0.4101256064
212	0.4099617799
213	0.4098279382
214	0.4096800943
215	0.409559225
216	0.4093921093
217	0.409259793
218	0.409136837
219	0.4090054596
220	0.4088804776
221	0.4087370492
222	0.4086209517
223	0.4084773525
224	0.4083337143
225	0.408199783
226	0.4080827488
227	0.4079276182
228	0.4078152839
229	0.4076915015
230	0.4075807819
231	0.4074467366
232	0.4073257995
233	0.4071775711
234	0.407037427
235	0.4069339922
236	0.4068224727
237	0.4067139935
238	0.4065853042
239	0.4064904434
240	0.4063623511
241	0.4062426335
242	0.4061274068
243	0.4059976944
244	0.4058639285
245	0.4057621736
246	0.4056505849
247	0.4055446891
248	0.4054105196
249	0.4053161011
250	0.4052048241
251	0.4050927303
252	0.4049886303
253	0.4048886675
254	0.4047908235
255	0.4046765592
256	0.4045523409
257	0.4044469044
258	0.404361634
259	0.4042585016
260	0.4041555074
261	0.4040369162
262	0.4039403878
263	0.4038434931
264	0.4037305376
265	0.4036396994
266	0.4035362242
267	0.4034415298
268	0.4033253777
269	0.4032226179
270	0.403133072
271	0.4030404999
272	0.4029248333
273	0.4028340405
274	0.4027400951
275	0.4026428263
276	0.402538413
277	0.4024194302
278	0.402319411
279	0.4022432543
280	0.4021476258
281	0.4020281049
282	0.4019219027
283	0.4018291341
284	0.4017410429
285	0.4016746676
286	0.4015898527
287	0.40150654
288	0.4014255131
289	0.4013598381
290	0.401279359
291	0.4012197023
292	0.4011436837
293	0.4010396789
294	0.400956
295	0.4008868725
296	0.4008051591
297	0.40072682
298	0.4006519747
299	0.40054372
300	0.4004751299
301	0.4004019448
302	0.4003031638
303	0.4002182705
304	0.4001284456
305	0.4000781039
306	0.3999906653
307	0.3999181911
308	0.3998199087
309	0.3997419241
310	0.399635915
311	0.3995623838
312	0.3994866901
313	0.3994064103
314	0.3993410566
315	0.3992653335
316	0.3991705194
317	0.3990925594
318	0.3990089022
319	0.3989349935
320	0.3988548043
321	0.3987812515
322	0.3987122443
323	0.398624047
324	0.3985476364
325	0.3984678109
326	0.3983790676
327	0.3983160506
328	0.3982321962
329	0.3981599218
330	0.398084774
331	0.3980225808
332	0.3979561399
333	0.3978704113
334	0.3977956217
335	0.3977518142
336	0.3976691707
337	0.397586835
338	0.3975188829
339	0.397437327
340	0.3973753627
341	0.3973052458
342	0.3972280998
343	0.397165288
344	0.3971285168
345	0.3970420651
346	0.3969722924
347	0.3969157384
348	0.3968490767
349	0.3967774087
350	0.3967227919
351	0.396653238
352	0.3965732959
353	0.3964964489
354	0.3964216679
355	0.3963610434
356	0.3962898244
357	0.3962371795
358	0.3961761483
359	0.3961145229
360	0.3960448978
361	0.3959773696
362	0.3959076889
363	0.3958326779
364	0.395770388
365	0.3957296038
366	0.3956742971
367	0.3956061915
368	0.3955391746
369	0.3954934233
370	0.3954471936
371	0.3953938637
372	0.3953389826
373	0.3952793424
374	0.3952074087
375	0.3951293351
376	0.3950603771
377	0.3950008561
378	0.3949371647
379	0.3948761713
380	0.3948147127
381	0.3947624452
382	0.3947111809
383	0.3946386894
384	0.3945931501
385	0.3945329627
386	0.3944831199
387	0.3944104128
388	0.3943369157
389	0.394286395
390	0.3942238535
391	0.3941544325
392	0.394084075
393	0.3940268299
394	0.3939708257
395	0.3939104225
396	0.3938564939
397	0.3937838065
398	0.3937179747
399	0.3936582786
400	0.3935954983
401	0.3935087806
402	0.3934542369
403	0.393397244
404	0.3933234058
405	0.393241097
406	0.393195551
407	0.3931372572
408	0.3930811584
409	0.3930236569
410	0.3929757743
411	0.3929103765
412	0.3928394571
413	0.3927890859
414	0.3927139195
415	0.39265728
416	0.3926018964
417	0.3925479417
418	0.3924973964
419	0.3924401225
420	0.3923717672
421	0.3923234208
422	0.3922487879
423	0.3921857468
424	0.392127403
425	0.3920486449
426	0.3919847936
427	0.3919283294
428	0.3918714747
429	0.3918161348
430	0.3917763556
431	0.3916994025
432	0.3916210657
433	0.391555422
434	0.3914649256
435	0.3914182253
436	0.3913470808
437	0.3912831425
438	0.3912320507
439	0.3911770128
440	0.3911254499
441	0.3910679514
442	0.3910165115
443	0.390964875
444	0.3909060291
445	0.3908376516
446	0.3907924074
447	0.3907162395
448	0.3906588668
449	0.390597898
450	0.3905257286
451	0.3904758993
452	0.3904139088
453	0.3903641922
454	0.3903065267
455	0.3902406774
456	0.3901746416
457	0.3901244653
458	0.3900640211
459	0.3900287401
460	0.38997046
461	0.3899083954
462	0.3898425546
463	0.3897786388
464	0.3897278783
465	0.3896640321
466	0.3896213429
467	0.3895498325
468	0.3894932963
469	0.3894308643
470	0.3893795852
471	0.3893373643
472	0.3892830659
473	0.3892329922
474	0.3891639874
475	0.3891277198
476	0.3890581834
477	0.3890057747
478	0.3889411154
479	0.3888892049
480	0.3888305276
481	0.3887891416
482	0.3887102781
483	0.3886518336
484	0.3886003512
485	0.3885307826
486	0.3884784592
487	0.3884375841
488	0.3883913338
489	0.3883571565
490	0.3883141424
491	0.3882475131
492	0.3881959317
493	0.3881530484
494	0.3880853592
495	0.3880075107
496	0.3879498259
497	0.3878909755
498	0.3878394574
499	0.3877885712
500	0.3877434487
501	0.3876993011
502	0.3876652576
503	0.3876198417
504	0.3875735515
505	0.3875305404
506	0.3874883609
507	0.3874255804
508	0.3873817637
509	0.3873424932
510	0.387284948
511	0.3872422121
512	0.3871903587
513	0.3871497957
514	0.387103119
515	0.3870571562
516	0.3870100147
517	0.3869655086
518	0.3869296922
519	0.3868673803
520	0.3868183577
521	0.3867846509
522	0.3867266169
523	0.386682482
524	0.3866468729
525	0.3866058296
526	0.3865685037
527	0.3864989889
528	0.3864575716
529	0.3864111831
530	0.3863794169
531	0.3863348055
532	0.3862665732
533	0.3862206025
534	0.3861595742
535	0.3861026202
536	0.3860627288
537	0.3860044588
538	0.3859619165
539	0.3859224441
540	0.3858856043
541	0.3858479889
542	0.385809419
543	0.3857670961
544	0.3856931686
545	0.3856430443
546	0.3855749556
547	0.3855186058
548	0.3854792246
549	0.3854479912
550	0.3854213562
551	0.3853753618
552	0.3853339506
553	0.3852872147
554	0.3852337392
555	0.385196978
556	0.3851453665
557	0.3850982669
558	0.3850631915
559	0.3850200432
560	0.3849586642
561	0.3849127071
562	0.3848699167
563	0.3848073186
564	0.3847656057
565	0.3847215847
566	0.3846683605
567	0.3846428737
568	0.3845994397
569	0.3845348816
570	0.3844816104
571	0.3844489369
572	0.3844074763
573	0.384371508
574	0.3843412255
575	0.3842953437
576	0.3842599638
577	0.3841890358
578	0.3841590613
579	0.3841123904
580	0.3840705793
581	0.384033876
582	0.3839882939
583	0.383942797
584	0.3839138288
585	0.3838456502
586	0.3837982849
587	0.3837330666
588	0.3836869526
589	0.3836520538
590	0.3836068547
591	0.3835762802
592	0.3835322148
593	0.3835026305
594	0.3834646529
595	0.383416896
596	0.3833885195
597	0.3833536918
598	0.3833083511
599	0.3832640289
600	0.3832395274
601	0.3831956087
602	0.3831536148
603	0.3831160267
604	0.3830841448
605	0.3830382504
606	0.3829813071
607	0.3829436949
608	0.38290059
609	0.3828680037
610	0.3828199966
611	0.3827840546
612	0.3827303408
613	0.3826999366
614	0.3826681065
615	0.3826270102
616	0.382584478
617	0.3825442211
618	0.3825258472
619	0.3824795171
620	0.3824586038
621	0.3824094783
622	0.3823656758
623	0.3823033087
624	0.3822521772
625	0.3821977388
626	0.3821507558
627	0.3821074367
628	0.3820709606
629	0.3820183224
630	0.3819797754
631	0.3819333207
632	0.3818996186
633	0.3818682401
634	0.381831949
635	0.3817885705
636	0.3817353185
637	0.3817023572
638	0.3816608345
639	0.3816066951
640	0.381564902
641	0.3815154923
642	0.3814437
643	0.3814002745
644	0.3813503234
645	0.3812985026
646	0.3812709209
647	0.3812349651
648	0.3811844506
649	0.38115586
650	0.3811116707
651	0.3810630899
652	0.3810219523
653	0.3809754722
654	0.3809306875
655	0.3808927108
656	0.3808499653
657	0.3808131007
658	0.3807849426
659	0.3807422686
660	0.3807123145
661	0.3806785116
662	0.3806393968
663	0.3805965245
664	0.3805710336
665	0.3805429497
666	0.3804982011
667	0.380465498
668	0.3804086813
669	0.3803733318
670	0.3803230446
671	0.3802784799
672	0.3802253205
673	0.3801833666
674	0.380149053
675	0.380106555
676	0.3800766383
677	0.3800492757
678	0.3800166672
679	0.3799844501
680	0.3799511935
681	0.3799210102
682	0.3798635347
683	0.379809223
684	0.3797581166
685	0.3797234704
686	0.3796833885
687	0.3796418829
688	0.379618394
689	0.3795840701
690	0.3795122053
691	0.3794697584
692	0.3794222749
693	0.3793772285
694	0.3793493916
695	0.3792998268
696	0.3792765563
697	0.3792491524
698	0.3792167196
699	0.379173352
700	0.3791455814
701	0.3791099037
702	0.3790484537
703	0.378978753
704	0.3789316601
705	0.3788888715
706	0.3788754649
707	0.3788585323
708	0.3788048974
709	0.3787488286
710	0.3787184824
711	0.3786920125
712	0.3786533366
713	0.3786066551
714	0.3785708574
715	0.3785367121
716	0.37850215
717	0.3784375904
718	0.3783982573
719	0.3783669637
720	0.3783066286
721	0.3782659448
722	0.378215095
723	0.3781815862
724	0.3781434492
725	0.3781040215
726	0.3780779323
727	0.3780366973
728	0.377998677
729	0.3779582801
730	0.3779043612
731	0.3778746437
732	0.377843623
733	0.3778048032
734	0.3777507291
735	0.3777023516
736	0.3776746339
737	0.3776234662
738	0.3775807208
739	0.3775450888
740	0.3775056902
741	0.3774760795
742	0.3774373841
743	0.3774190371
744	0.3773793758
745	0.3773402194
746	0.3772853161
747	0.3772394873
748	0.377216867
749	0.3771861387
750	0.3771573799
751	0.3770956958
752	0.377068743
753	0.3770245878
754	0.3770019871
755	0.376954317
756	0.3769215946
757	0.3768881556
758	0.3768411574
759	0.3767955568
760	0.3767458501
761	0.376695043
762	0.3766587401
763	0.3766156433
764	0.3765843672
765	0.3765448924
766	0.3765097301
767	0.3764750036
768	0.3764182774
769	0.3763742453
770	0.376351721
771	0.376306399
772	0.376270006
773	0.3762270359
774	0.376175432
775	0.3761524234
776	0.3761267722
777	0.3760862976
778	0.3760468385
779	0.3760258592
780	0.3759962489
781	0.3759646708
782	0.3759252698
783	0.3758832173
784	0.3758252024
785	0.3757888197
786	0.3757330652
787	0.3757074865
788	0.3756429233
789	0.3755777654
790	0.3755505559
791	0.3755123393
792	0.3754956845
793	0.3754597304
794	0.3754215448
795	0.3753900392
796	0.3753510475
797	0.3753163208
798	0.3752831689
799	0.3752408916
800	0.3752039617
801	0.3751803529
802	0.3751433055
803	0.3750953641
804	0.3750669842
805	0.3750413638
806	0.3750003929
807	0.3749778369
808	0.3749471074
809	0.3748960804
810	0.3748567548
811	0.3748253923
812	0.3747965261
813	0.3747540063
814	0.3747152812
815	0.3746813268
816	0.3746417404
817	0.3745927884
818	0.3745631633
819	0.3745173418
820	0.3744706424
821	0.3744479907
822	0.3744215913
823	0.3743969148
824	0.374355504
825	0.3743262918
826	0.3742937234
827	0.3742652173
828	0.3742474422
829	0.374209427
830	0.3741611466
831	0.3741384124
832	0.3740833894
833	0.3740490824
834	0.3740041116
835	0.3739607016
836	0.3739275373
837	0.3739046401
838	0.3738603899
839	0.3738218909
840	0.3737955786
841	0.3737706613
842	0.3737462765
843	0.3737186496
844	0.3736783125
845	0.3736567067
846	0.3736242118
847	0.3735912435
848	0.373569145
849	0.3735401327
850	0.3734938025
851	0.3734526975
852	0.3733904834
853	0.3733460808
854	0.3733189928
855	0.373287511
856	0.3732316892
857	0.3731955578
858	0.373156383
859	0.3731186511
860	0.3730798178
861	0.373036983
862	0.3730011406
863	0.3729578936
864	0.372905556
865	0.3728605403
866	0.372830822
867	0.372789772
868	0.3727644863
869	0.3727396815
870	0.3727085072
871	0.3726600596
872	0.3726156559
873	0.3725936145
874	0.3725369265
875	0.3725131961
876	0.372491806
877	0.3724426109
878	0.3724075769
879	0.3723642007
880	0.3723285519
881	0.3723045698
882	0.3722599268
883	0.3722278629
884	0.3721756998
885	0.3721252978
886	0.3720885925
887	0.3720484389
888	0.3720084657
889	0.3719771257
890	0.3719445807
891	0.3719036074
892	0.3718527684
893	0.3718111738
894	0.3717754441
895	0.3717271082
896	0.3716959489
897	0.3716487456
898	0.3716134148
899	0.3715506425
900	0.3715069297
901	0.371475958
902	0.3714234551
903	0.3713721893
904	0.371332283
905	0.3712870283
906	0.371243268
907	0.3711978459
908	0.3711510826
909	0.3711203093
910	0.3710783136
911	0.3710323879
912	0.3709864407
913	0.370962769
914	0.3709161517
915	0.3708794155
916	0.3708526711
917	0.3708031399
918	0.3707547184
919	0.3707436224
920	0.3706891872
921	0.3706659333
922	0.3706287096
923	0.370588536
924	0.3705532221
925	0.3705144612
926	0.3704551256
927	0.3704169192
928	0.3703565599
929	0.3703196669
930	0.3702783943
931	0.3702662496
932	0.3702218753
933	0.3702009261
934	0.3701650471
935	0.3701297109
936	0.3700847583
937	0.3700526901
938	0.3700179442
939	0.3699897717
940	0.3699745011
941	0.3699356204
942	0.3698940247
943	0.3698710177
944	0.3698138552
945	0.3697661212
946	0.3697215496
947	0.369667838
948	0.3696390347
949	0.3696035577
950	0.369559628
951	0.3695344149
952	0.3695077027
953	0.3694802077
954	0.3694538879
955	0.3694213603
956	0.36939111
957	0.3693445174
958	0.3693113356
959	0.369294866
960	0.369267942
961	0.3692414187
962	0.3691975488
963	0.369159131
964	0.3691281713
965	0.3690942557
966	0.3690676468
967	0.3690434263
968	0.3690036809
969	0.3689782159
970	0.3689525222
971	0.368895686
972	0.3688573047
973	0.3688415239
974	0.3688043193
975	0.3687769026
976	0.3687337779
977	0.3686886708
978	0.3686498239
979	0.3686351101
980	0.3685862354
981	0.3685476347
982	0.3685344659
983	0.3685074159
984	0.3684670518
985	0.3684382943
986	0.36840044
987	0.3683690034
988	0.3683396905
989	0.3683090386
990	0.3682717718
991	0.3682406544
992	0.3682013767
993	0.3681715871
994	0.3681274259
995	0.3681000539
996	0.3680524081
997	0.3680293835
998	0.3679844784
999	0.3679491973
1000	0.3679129744
1001	0.3678787345
1002	0.367832151
1003	0.3677874789
1004	0.3677549048
1005	0.3677170979
1006	0.3676473109
1007	0.3676149107
1008	0.3675980244
1009	0.3675859393
1010	0.3675494876
1011	0.3675023439
1012	0.3674556436
1013	0.3674256904
1014	0.367391281
1015	0.3673358915
1016	0.3673079237
1017	0.3672760529
1018	0.3672342618
1019	0.3671893406
1020	0.3671564364
1021	0.3671175443
1022	0.3670814581
1023	0.367050016
1024	0.367003722
1025	0.3669646399
1026	0.3669237413
1027	0.3668827388
1028	0.366838767
1029	0.3668078663
1030	0.3667667964
1031	0.3667225653
1032	0.3666865193
1033	0.3666481317
1034	0.3666116106
1035	0.3665797987
1036	0.3665440716
1037	0.3665109614
1038	0.3664738798
1039	0.3664505497
1040	0.3664150556
1041	0.3663748395
1042	0.3663382553
1043	0.3663061571
1044	0.3662624497
1045	0.366217044
1046	0.3661858641
1047	0.3661599835
1048	0.366123567
1049	0.3660948896
1050	0.366080972
1051	0.3660306745
1052	0.365995783
1053	0.3659525032
1054	0.3659219291
1055	0.3658828632
1056	0.3658517605
1057	0.3658028996
1058	0.3657566744
1059	0.3656909517
1060	0.3656509269
1061	0.3656186322
1062	0.3655788815
1063	0.3655493722
1064	0.3655001147
1065	0.3654497168
1066	0.365402657
1067	0.365351119
1068	0.3652870467
1069	0.3652396237
1070	0.36520176
1071	0.3651622602
1072	0.3651203316
1073	0.3650896712
1074	0.3650537287
1075	0.3650172406
1076	0.3649724752
1077	0.3649522582
1078	0.3649053675
1079	0.3648751709
1080	0.3648430398
1081	0.3648051563
1082	0.3647766482
1083	0.3647240368
1084	0.364684751
1085	0.3646447189
1086	0.3646034602
1087	0.3645575593
1088	0.3645231821
1089	0.3644885026
1090	0.3644603781
1091	0.3644228039
1092	0.364394874
1093	0.3643564803
1094	0.3643305357
1095	0.3642848447
1096	0.3642470399
1097	0.3642065823
1098	0.3641695591
1099	0.3641374756
1100	0.3641038664
1101	0.36407794
1102	0.3640486814
1103	0.3640099885
1104	0.3639665946
1105	0.3639302004
1106	0.3638812808
1107	0.3638225015
1108	0.3637598206
1109	0.3637214578
1110	0.3636900098
1111	0.3636596264
1112	0.3636310026
1113	0.3636005313
1114	0.3635560591
1115	0.3634973139
1116	0.3634728629
1117	0.3634142679
1118	0.3633689612
1119	0.3633221476
1120	0.363272698
1121	0.3632385581
1122	0.3632077853
1123	0.3631837223
1124	0.3631392011
1125	0.363096801
1126	0.3630439304
1127	0.3629786054
1128	0.3629186446
1129	0.3628533967
1130	0.3628123168
1131	0.3627703486
1132	0.3627238855
1133	0.3626821713
1134	0.3626160066
1135	0.3625978112
1136	0.3625574834
1137	0.3625169023
1138	0.3624616738
1139	0.3624396406
1140	0.3624148839
1141	0.3623728243
1142	0.3623353624
1143	0.362299456
1144	0.3622481985
1145	0.3622118285
1146	0.3621805313
1147	0.3621305179
1148	0.3620868006
1149	0.362045396
1150	0.3620096499
1151	0.3619837562
1152	0.3619483226
1153	0.3618893444
1154	0.3618415098
1155	0.3618106059
1156	0.3617770768
1157	0.3617442193
1158	0.36171667
1159	0.3616930115
1160	0.3616433402
1161	0.3615967899
1162	0.3615638133
1163	0.3615240179
1164	0.3614898789
1165	0.3614564974
1166	0.3614223595
1167	0.3613866741
1168	0.361348098
1169	0.3613006364
1170	0.3612695239
1171	0.3612459799
1172	0.3612287417
1173	0.3611840129
1174	0.3611500863
1175	0.3611131484
1176	0.3610828438
1177	0.3610357023
1178	0.3609969705
1179	0.3609606993
1180	0.360909668
1181	0.360873558
1182	0.3608251556
1183	0.3607630726
1184	0.3607262268
1185	0.3606891907
1186	0.3606522673
1187	0.3606303943
1188	0.360583341
1189	0.360552742
1190	0.3605031266
1191	0.3604393066
1192	0.360389899
1193	0.360355252
1194	0.3603235583
1195	0.3602898285
1196	0.3602524355
1197	0.3602182752
1198	0.3601840451
1199	0.3601671277
1200	0.360119554
1201	0.3600698588
1202	0.3600423466
1203	0.3600079961
1204	0.3599564165
1205	0.3599076969
1206	0.3598679143
1207	0.3598217668
1208	0.3597840322
1209	0.3597441142
1210	0.3597068918
1211	0.3596498083
1212	0.3596105701
1213	0.3595656455
1214	0.3595441138
1215	0.359483178
1216	0.3594314951
1217	0.3593845068
1218	0.359339527
1219	0.3592948091
1220	0.359269428
1221	0.3592380348
1222	0.3591983031
1223	0.3591444356
1224	0.3590976766
1225	0.3590624127
1226	0.3590162233
1227	0.3589836127
1228	0.3589492642
1229	0.3589060924
1230	0.3588611046
1231	0.3588253418
1232	0.358787843
1233	0.358750287
1234	0.3587170957
1235	0.3586637286
1236	0.358633855
1237	0.3585957543
1238	0.3585556975
1239	0.3585201013
1240	0.3584805618
1241	0.3584397839
1242	0.358398031
1243	0.3583593374
1244	0.3583349272
1245	0.358305591
1246	0.3582758891
1247	0.3582457057
1248	0.3582134837
1249	0.3581592322
1250	0.3581179577
1251	0.3580878529
1252	0.3580530512
1253	0.3580052923
1254	0.3579714301
1255	0.3579403631
1256	0.3579047977
1257	0.3578720363
1258	0.3578288188
1259	0.357787582
1260	0.3577565971
1261	0.3577276926
1262	0.3576899647
1263	0.3576513139
1264	0.3576134547
1265	0.3575682765
1266	0.3575142018
1267	0.3574823167
1268	0.3574467734
1269	0.3574128307
1270	0.3573711668
1271	0.3573355637
1272	0.3572907121
1273	0.3572357912
1274	0.3571970672
1275	0.3571500539
1276	0.3571149058
1277	0.3570745331
1278	0.3570340536
1279	0.3569920755
1280	0.3569459877
1281	0.3569246392
1282	0.3568821642
1283	0.356835027
1284	0.3567931478
1285	0.3567503062
1286	0.356693168
1287	0.3566544133
1288	0.3566239412
1289	0.3566014129
1290	0.3565693454
1291	0.3565398744
1292	0.3565130262
1293	0.356481091
1294	0.3564535517
1295	0.3564045109
1296	0.3563674993
1297	0.3563281765
1298	0.3562953704
1299	0.3562826705
1300	0.3562414563
1301	0.3562056306
1302	0.3561873144
1303	0.3561318651
1304	0.3561018095
1305	0.3560777482
1306	0.3560346741
1307	0.3560068103
1308	0.3559827953
1309	0.3559406763
1310	0.3559049935
1311	0.3558681831
1312	0.3558316741
1313	0.3557867785
1314	0.3557460742
1315	0.3557089101
1316	0.355663441
1317	0.3556272375
1318	0.3555904956
1319	0.3555544844
1320	0.3555086942
1321	0.3554641859
1322	0.3554069512
1323	0.3553756338
1324	0.3553330899
1325	0.3553117459
1326	0.3552750173
1327	0.355227737
1328	0.355187699
1329	0.3551576583
1330	0.3551115077
1331	0.3550847721
1332	0.3550444094
1333	0.355012661
1334	0.3549736885
1335	0.354924802
1336	0.3548893426
1337	0.3548585944
1338	0.3548065766
1339	0.3547662937
1340	0.3547302095
1341	0.3547009083
1342	0.3546733125
1343	0.3546333115
1344	0.3546054631
1345	0.354548352
1346	0.3545115837
1347	0.3544718868
1348	0.3544405031
1349	0.3544097689
1350	0.3543858417
1351	0.3543598208
1352	0.3543175788
1353	0.3542716007
1354	0.354225776
1355	0.3541733464
1356	0.3541400442
1357	0.3541096622
1358	0.3540596361
1359	0.3540342707
1360	0.3539958991
1361	0.3539442418
1362	0.3538992727
1363	0.3538733365
1364	0.3538360487
1365	0.3537932186
1366	0.3537718263
1367	0.3537391724
1368	0.3537030537
1369	0.3536731163
1370	0.353615414
1371	0.353575494
1372	0.3535592833
1373	0.3535146766
1374	0.3534726814
1375	0.3534418194
1376	0.3534130733
1377	0.353375672
1378	0.3533469962
1379	0.3533043531
1380	0.3532648837
1381	0.3532192723
1382	0.3531750307
1383	0.3531350962
1384	0.3530899554
1385	0.3530283342
1386	0.3529799659
1387	0.3529464812
1388	0.3529061915
1389	0.3528736373
1390	0.3528398816
1391	0.3528073076
1392	0.3527552457
1393	0.3527194198
1394	0.3526955065
1395	0.3526704061
1396	0.3526327164
1397	0.3525940168
1398	0.352559261
1399	0.3525139351
1400	0.3524697864
1401	0.3524307432
1402	0.3523952821
1403	0.3523773644
1404	0.3523419102
1405	0.3522997292
1406	0.3522776621
1407	0.3522480476
1408	0.3522189264
1409	0.3521961028
1410	0.3521550103
1411	0.3521231276
1412	0.3520914713
1413	0.3520506774
1414	0.3520158411
1415	0.3519810747
1416	0.3519428649
1417	0.3519157362
1418	0.3518610009
1419	0.3518206435
1420	0.3517910717
1421	0.3517432758
1422	0.3517056819
1423	0.351657608
1424	0.3516394604
1425	0.3515879956
1426	0.351550999
1427	0.3515127681
1428	0.3514766666
1429	0.351435565
1430	0.3514181943
1431	0.3513860476
1432	0.3513390769
1433	0.3512927689
1434	0.3512501559
1435	0.3512158771
1436	0.3511850992
1437	0.351130155
1438	0.3510958121
1439	0.3510516152
1440	0.3510083047
1441	0.3509736042
1442	0.3509435983
1443	0.3509044357
1444	0.3508587121
1445	0.3508195188
1446	0.3507745074
1447	0.3507328717
1448	0.3507108018
1449	0.3506663477
1450	0.3506317243
1451	0.3505937064
1452	0.3505807567
1453	0.3505481991
1454	0.3505102176
1455	0.350468656
1456	0.3504460417
1457	0.350415588
1458	0.3503737923
1459	0.3503323399
1460	0.3503147694
1461	0.3502727924
1462	0.350224511
1463	0.3501727541
1464	0.3501549385
1465	0.3501141748
1466	0.3500812533
1467	0.3500345765
1468	0.3500009272
1469	0.3499626111
1470	0.3499204337
1471	0.3498940295
1472	0.3498625499
1473	0.3498271988
1474	0.3497796386
1475	0.3497380492
1476	0.3497226024
1477	0.3496866574
1478	0.3496645207
1479	0.3496244377
1480	0.349590051
1481	0.3495741925
1482	0.3495351875
1483	0.3494955513
1484	0.3494440338
1485	0.3494122111
1486	0.3494017819
